f1,f2,f3,f4,f5,f6,f7,y_target_f1
54.826756,-0.40558344,-0.4867296,4.5188723,-7.2735724,7.5188723,101.273575,54.826756
21.629074,-0.37751195,-2.0608432,0.6977953,-5.8301067,3.6977952,25.963585,21.629074
8.585185,0.38620502,0.36408055,-0.5795763,-3.645052,2.4204237,6.361087,8.585185
2.1618536,0.2998938,0.17918101,-3.3053374,1.9914434,1.9914434,0.46442854,2.1618536
-0.37284672,-0.6914615,0.23250414,-3.8765922,-0.14022188,-0.14022188,-0.5208848,-0.37284672
4.8214436,1.5317967,0.08161514,-0.28415155,-1.353741,2.7158484,2.7872646,4.8214436
1.344997,0.7055656,-0.3486289,-1.73282,-0.8779264,1.26718,0.5030851,1.344997
4.8110747,-0.05736219,-0.8860695,-1.5822319,-3.3997216,1.4177681,2.5029387,4.8110747
10.454933,1.3478079,1.3451654,0.5271269,-2.8311586,3.527127,8.380842,10.454933
21.791508,0.6557401,-1.0616598,1.6105865,-4.739485,4.6105866,25.479897,21.791508
7.4626107,0.7339662,0.4963322,-0.4724063,-3.026533,2.5275936,5.1047645,7.4626107
20.731728,0.900021,-0.8059319,1.6726218,-4.404285,4.6726217,23.504433,20.731728
10.524853,1.2594825,1.2522166,0.46385348,-2.9439185,3.4638534,8.481848,10.524853
10.930403,-0.61104816,1.3654357,-5.85941,3.6345377,3.6345377,-8.170516,10.930403
0.6462295,0.66013545,1.6436085,-2.3250837,0.615795,0.6749163,0.64536214,0.6462295
6.6972885,1.179289,0.5910469,-0.23209961,-2.3208098,2.7679005,4.3414207,6.6972885
-0.07219608,-1.1545457,-0.83336556,-4.5788565,0.07192484,0.07192484,-0.8940442,-0.07219608
23.722567,0.3794387,-1.1919327,1.6377149,-5.1565676,4.637715,29.101374,23.722567
63.08791,0.90959305,0.6123289,6.452633,-6.2286854,9.452633,122.11494,63.08791
47.375004,0.11524135,0.8128183,4.2508836,-6.4572434,7.2508836,80.894684,47.375004
6.703497,2.2155175,1.2354321,0.62274647,-1.0273223,3.6227465,4.439871,6.703497
60.271496,0.10835183,-0.19680457,5.4784007,-6.949779,8.4784,115.52525,60.271496
12.174228,1.1189789,0.92422557,0.6025682,-3.3376873,3.6025681,10.579075,12.174228
3.9056003,0.98828506,-0.5824241,-0.900872,-1.7689531,2.099128,1.9736633,3.9056003
1.1040953,0.4856057,-0.54247105,-1.9597852,-1.0802861,1.0402148,0.2779294,1.1040953
3.2240856,-0.09881039,-1.5372363,-1.9083279,-2.9953415,1.0916721,1.1815456,3.2240856
3.15156,0.7845836,-0.90986186,-1.217638,-1.7625922,1.782362,1.4020218,3.15156
13.186951,1.6434466,1.3636687,1.2020172,-2.8757896,4.2020173,11.743277,13.186951
11.976081,0.6548488,0.415153,0.17934316,-3.836216,3.1793432,10.4619465,11.976081
9.283523,1.2234601,1.1910106,0.23526831,-2.7839963,3.2352684,7.0408635,9.283523
19.665905,1.2802771,-0.32273534,1.8481554,-3.9152842,4.8481555,21.498108,19.665905
45.26906,-0.7369112,0.07203739,3.2669017,-7.2634068,6.2669015,76.90747,45.26906
35.785866,-0.10743202,0.59960765,2.7555652,-6.249943,5.755565,53.827198,35.785866
2.3177288,-1.3073795,-1.5265131,-5.253193,1.1381266,1.1381266,-1.7763994,2.3177288
25.317566,-1.017837,-1.1970664,-8.526526,4.6258893,4.6258893,-33.151104,25.317566
34.75176,-0.5416855,0.08644767,2.2493286,-6.6598296,5.2493286,52.077644,34.75176
1.2556779,-1.10728,-1.3723593,-4.8156457,0.82925403,0.82925403,-1.0713955,1.2556779
6.018039,1.6880188,0.6439377,0.066697285,-1.5117615,3.0666974,3.7766852,6.018039
-0.011116175,-0.8444296,-0.3318984,-4.2016497,0.19879486,0.19879486,-0.5872591,-0.011116175
7.350425,-0.90627915,0.7014232,-5.629098,2.767627,2.767627,-4.842538,7.350425
21.929918,0.43172142,-1.2754325,1.4368229,-4.987688,4.436823,25.88389,21.929918
29.812813,1.0727732,0.4526554,3.046351,-4.754968,6.046351,40.026115,29.812813
2.1032798,1.2732314,0.01272167,-1.1049328,-0.4587609,1.8950672,1.1256969,2.1032798
27.446701,-0.044972222,-0.09827152,-7.7203245,5.666866,5.666866,-34.549,27.446701
1.7872471,0.7619098,-0.65971655,-1.5596998,-1.1049466,1.4403002,0.6829525,1.7872471
17.842506,0.72664666,-0.7108462,1.1124365,-4.3655496,4.112437,18.916126,17.842506
2.1586034,-1.3963672,-1.630457,-5.3295455,1.0239123,1.0239123,-1.8313141,2.1586034
13.879733,2.0406034,1.7043712,1.6443496,-2.5153203,4.6443496,12.533607,13.879733
8.29577,0.57940054,0.51256967,-0.46450403,-3.367676,2.535496,6.012361,8.29577
23.710564,1.0271177,-0.6080851,2.1953747,-4.4683867,5.1953745,28.566057,23.710564
11.992221,1.5733614,1.4705046,0.9584943,-2.7977984,3.9584942,10.218092,11.992221
-0.29819307,-0.3426872,0.6839907,-3.3812537,-0.22702548,-0.22702548,-0.3042543,-0.29819307
46.589725,0.3207969,1.1076565,4.352434,-6.2153482,7.352434,78.61922,46.589725
6.662006,1.3673539,0.6997169,-0.082737714,-2.0801086,2.9172623,4.3186684,6.662006
9.435833,1.9399574,1.8443213,0.8601002,-1.9672107,3.8601003,7.130233,9.435833
-0.25469533,-0.23270027,0.73817945,-3.208324,-0.30581924,-0.20832406,-0.25704268,-0.25469533
1.8500055,0.012438466,-1.7027931,-2.1060784,-2.3025153,0.89392173,0.31628647,1.8500055
-0.23606086,-0.17603572,0.6426214,-3.07486,-0.4788763,-0.07486,-0.2748073,-0.23606086
6.1320763,1.0557233,0.30698696,-0.43250966,-2.3387027,2.5674903,3.804883,6.1320763
70.80873,-0.8428348,-0.40574867,5.444782,-8.381013,8.444782,148.89146,70.80873
1.5756387,-0.835827,-1.1093487,-4.5538273,1.1228375,1.1228375,-0.8147778,1.5756387
3.3749185,-1.9137622,-1.5315564,-6.1482396,1.0568186,1.0568186,-3.369336,3.3749185
58.81461,-0.37461627,-0.6620119,4.909943,-7.394555,7.909943,112.28072,58.81461
6.546824,2.0006695,1.0440373,0.41835797,-1.2577629,3.418358,4.2755647,6.546824
1.0361016,0.6821222,0.057948463,-1.8615129,-0.6299254,1.1384871,0.42710355,1.0361016
39.87846,0.33099625,1.3335814,3.6221046,-5.95483,6.6221046,62.502716,39.87846
1.490496,0.8297666,-0.25023824,-1.6015832,-0.7713343,1.3984168,0.6327536,1.490496
77.20669,-0.73011094,0.4841449,5.9918213,-8.556878,8.991821,169.10004,77.20669
26.968868,1.049672,-0.14001718,2.6540842,-4.6334953,5.654084,34.53463,26.968868
2.3396623,0.8823393,-0.7576973,-1.3263563,-1.2405336,1.6736437,0.989944,2.3396623
96.300575,-1.1516012,0.52941036,6.6507473,-9.993268,9.650747,236.7155,96.300575
0.74029195,0.08010968,-0.9992413,-2.35142,-1.5205423,0.64858013,-0.11704604,0.74029195
28.450956,0.31494513,-0.433943,2.2103431,-5.48308,5.2103434,38.075676,28.450956
15.746493,1.092169,0.13315478,1.118502,-3.7743905,4.118502,15.537976,15.746493
50.47098,-0.5778169,-0.2687473,3.9433417,-7.289593,6.9433417,89.92866,50.47098
63.182934,-0.56398576,-0.8137674,5.110102,-7.7657614,8.110103,125.21596,63.182934
9.858011,1.2403286,1.237272,0.34173843,-2.8606737,3.3417385,7.696978,9.858011
0.83763707,0.7602113,0.78590345,-1.9261653,-0.16113234,1.0738347,0.5152106,0.83763707
20.545717,1.4947591,-0.16735236,2.1571753,-3.7519438,5.1571755,22.800686,20.545717
0.7769626,0.45817682,-0.09974249,-2.1003978,-0.8141494,0.89960223,0.20001373,0.7769626
87.02232,-1.7158799,0.27700663,5.650591,-10.083188,8.650591,204.7432,87.02232
11.587974,0.8004723,0.647255,0.24274133,-3.620784,3.2427413,9.914941,11.587974
3.4272432,0.82117283,-0.8294805,-1.1311141,-1.8206178,1.8688859,1.5936071,3.4272432
11.839639,-0.029859034,-0.37207517,-0.42148155,-4.5895023,2.5785184,10.503778,11.839639
2.348171,0.17146322,-0.052334446,-3.4993844,2.0205903,2.0205903,0.26052392,2.348171
0.08324178,0.041734852,1.0674857,-2.9945297,0.15049696,0.15049696,0.07788827,0.08324178
46.395065,-0.0447518,0.7273644,4.0049176,-6.5871663,7.0049176,78.679695,46.395065
1.5993379,1.1930951,0.47672972,-1.3293525,-0.17478825,1.6706475,0.94433206,1.5993379
-0.24865666,-0.4998314,0.46801016,-3.6557667,-0.03452023,-0.03452023,-0.3526362,-0.24865666
22.376648,1.0269265,-0.68511343,2.0114608,-4.3826294,5.011461,26.22124,22.376648
45.495922,-0.2912382,0.53550774,3.6893506,-6.809701,6.6893506,76.81034,45.495922
27.70929,0.3828281,-0.5344558,2.1727014,-5.3743587,5.1727014,36.563545,27.70929
37.39684,-0.35629365,0.5416692,2.7268322,-6.5727267,5.7268324,57.72289,37.39684
1.2804993,1.211057,1.2619302,-1.4809078,0.30548465,1.5190922,0.9681464,1.2804993
2.0328252,-0.8859025,-1.1945494,-4.70183,1.2904903,1.2904903,-1.0429566,2.0328252
60.408943,-0.28541312,-0.5943531,5.1307464,-7.3645215,8.130746,116.64765,60.408943
2.8918195,-0.19106852,-1.7109572,-2.0473871,-3.0065806,0.95261294,0.91242874,2.8918195
5.5162563,1.53905,0.3519363,-0.14689732,-1.56049,2.8531027,3.3330534,5.5162563
52.41803,0.13374613,0.31627327,4.776438,-6.623799,7.776438,93.89294,52.41803
22.701008,0.74382037,-0.9422997,1.8123206,-4.705587,4.8123207,26.998135,22.701008
19.603897,0.6717668,-0.9812429,1.3173422,-4.565945,4.3173423,21.782106,19.603897
97.16947,-0.7587789,0.8842244,7.065428,-9.62725,10.065428,238.87067,97.16947
2.1848795,1.7176249,0.90206224,-0.78136104,0.2886056,2.218639,1.478292,2.1848795
34.24764,-0.7921009,-0.19976038,1.9683236,-6.8998528,4.9683237,51.274094,34.24764
10.542587,1.4281468,1.4253404,0.60862535,-2.7519572,3.6086254,8.469902,10.542587
14.318285,0.43872,-0.3446814,0.35005,-4.3486767,3.35005,13.760266,14.318285
61.3519,-0.7107174,-1.010066,4.8225317,-7.8443513,7.8225317,120.15958,61.3519
21.078709,0.607961,-1.1131828,1.4701481,-4.7416873,4.470148,24.292265,21.078709
21.876476,0.47608572,-1.2343936,1.4676421,-4.936841,4.4676423,25.758307,21.876476
40.846382,-0.059895813,0.9708671,3.385834,-6.397298,6.385834,65.271515,40.846382
2.7862027,0.17617968,-1.4736083,-1.775293,-2.4671292,1.224707,0.9512406,2.7862027
0.6835501,0.7359353,1.3334394,-2.0901086,0.21751933,0.90989137,0.5740775,0.6835501
-0.890291,-1.1340967,-0.16187422,-4.2866697,-0.6787161,-0.6787161,-0.98971486,-0.890291
10.65223,-0.703626,1.2839373,-5.9225245,3.5138068,3.5138068,-8.036663,10.65223
90.114815,-1.1781,0.80915433,6.3234468,-9.681149,9.323447,214.32048,90.114815
-0.40256202,-0.883244,-0.08208106,-4.129993,-0.15269081,-0.15269081,-0.670512,-0.40256202
5.402389,1.0236822,-0.0006375688,-0.58881545,-2.1894846,2.4111845,3.1539278,5.402389
3.6613157,0.02070996,-1.2995099,-1.7281377,-2.9774168,1.2718623,1.5449278,3.6613157
15.799373,0.9367651,-0.068354495,0.9938575,-3.9503531,3.9938574,15.689345,15.799373
30.352455,-0.43475473,-0.61646974,1.8002458,-6.358929,4.800246,42.646305,30.352455
32.98313,0.53002775,0.6844946,2.9737053,-5.468407,5.9737053,47.06588,32.98313
0.8303851,0.040120214,-1.1816849,-2.3501441,-1.6624386,0.64985585,-0.119942665,0.8303851
5.8613653,0.6973779,-0.01841849,-0.7755049,-2.7185342,2.2244952,3.5272214,5.8613653
15.3210945,1.0911429,0.22774217,1.0545989,-3.7325935,4.054599,14.917822,15.3210945
4.476752,0.47112563,-0.7045359,-1.2095691,-2.6367083,1.7904309,2.2884233,4.476752
65.30109,-0.814978,-0.9287828,5.051125,-8.114621,8.051125,131.9875,65.30109
19.897,-0.06787377,-1.7785267,0.72344,-5.381758,3.72344,22.760313,19.897
28.689323,0.8070125,0.0047153085,2.6694324,-4.978343,5.6694326,38.07032,28.689323
26.938087,1.5259368,0.2471394,3.0628977,-4.1295314,6.0628977,34.055645,26.938087
46.564865,1.3171492,2.1853254,5.240206,-5.181494,8.240206,77.086,46.564865
12.812265,1.0268208,0.7010864,0.6223753,-3.5225055,3.6223752,11.448101,12.812265
1.643792,-0.09137182,-0.15830722,-3.6692255,1.5326599,1.5326599,0.09811096,1.643792
17.205761,-0.12865357,-1.5993012,0.28863543,-5.239213,3.2886355,18.405367,17.205761
1.7071114,1.2760696,0.5183458,-1.2366898,-0.117147155,1.7633102,1.030879,1.7071114
2.1897175,1.0415744,-0.45958322,-1.2464749,-0.9032094,1.7535251,1.0111537,2.1897175
23.298641,0.39015567,-1.2250838,1.5891845,-5.119307,4.5891848,28.33094,23.298641
48.50585,0.36657503,0.97847545,4.5934267,-6.238163,7.5934267,83.37017,48.50585
9.268743,0.85992724,0.84958935,-0.07211565,-3.2066488,2.9278843,7.0749245,9.268743
15.562602,0.66323006,-0.3499577,0.725745,-4.2274866,3.725745,15.470156,15.562602
70.53297,-0.6069947,-0.23044772,5.643228,-8.122524,8.643228,147.53201,70.53297
13.565168,0.36995062,-0.25712717,0.17890516,-4.3437514,3.1789052,12.721011,13.565168
126.61058,-0.061076555,-0.33499768,8.786811,-10.667678,11.786811,354.36096,126.61058
22.349413,0.10137645,-1.566887,1.2099091,-5.366688,4.209909,26.8679,22.349413
6.019592,-1.5342966,-0.16404592,-6.1431594,1.992882,1.992882,-4.80899,6.019592
28.47063,-0.06288246,-0.7272316,1.8840177,-5.880533,4.884018,38.481377,28.47063
18.100784,1.2778566,-0.1123714,1.621324,-3.7893333,4.621324,19.008583,18.100784
49.76814,-0.7251073,-0.35776615,3.7407346,-7.416378,6.7407346,88.33164,49.76814
25.566122,-0.19264844,-1.4111385,1.3904587,-5.867114,4.3904586,32.989147,25.566122
6.2329383,0.6265809,0.06864181,-0.76958084,-2.8939083,2.2304192,3.8732035,6.2329383
0.74208564,-0.43967292,-0.189044,-3.8891213,0.85402066,0.85402066,-0.18306948,0.74208564
4.8241243,0.2737122,-0.68120664,-1.3078349,-2.9858556,1.6921651,2.5523186,4.8241243
-0.5344423,-0.47621503,0.18259051,-3.3203835,-0.94121987,-0.32038355,-0.6233238,-0.5344423
2.5118213,1.7061938,0.4691877,-0.6793717,-0.007819036,2.3206284,1.5509067,2.5118213
23.160385,0.18121684,-1.4273592,1.3898972,-5.3325996,4.3898973,28.248583,23.160385
68.39308,-1.017737,-0.83433235,5.103764,-8.45764,8.103765,141.77504,68.39308
17.844877,0.6496856,-0.8000548,1.046917,-4.449205,4.046917,18.964006,17.844877
0.3802906,-0.6117677,-0.22341895,-4.012501,0.55092764,0.55092764,-0.35020858,0.3802906
19.752783,1.1470655,-0.47767845,1.7462827,-4.0656314,4.7462826,21.72294,19.752783
46.543076,0.27148142,1.0581133,4.3034005,-6.264762,7.3034005,78.57654,46.543076
0.9809566,0.34299272,-0.7093956,-2.095881,-1.2392753,0.904119,0.14014222,0.9809566
5.959562,0.28305984,-0.2512967,-1.1010466,-3.2534475,1.8989534,3.5971906,5.959562
9.978886,1.6969084,1.6799892,0.7444878,-2.3484085,3.7444878,7.7664437,9.978886
0.21603474,0.20386147,0.45755962,-2.534287,-0.5701541,0.46571314,-0.01748587,0.21603474
26.450668,1.5259775,0.16722153,2.9977791,-4.1023064,5.997779,33.14546,26.450668
5.6214967,-0.2640925,-0.73076457,-1.6124297,-3.8474865,1.3875703,3.2535112,5.6214967
18.82717,0.9365501,-0.60989344,1.4337049,-4.219651,4.433705,20.356035,18.82717
1.0883075,1.1474648,1.9769069,-1.7556328,0.85736066,1.2443672,1.0526754,1.0883075
2.4200191,0.5296355,-1.1892912,-1.5768553,-1.8101261,1.4231447,0.8627824,2.4200191
27.801064,0.3553976,-0.53749824,2.1608627,-5.4078784,5.1608624,36.767437,27.801064
3.4778924,0.9516683,-0.71553063,-1.0171435,-1.6591396,1.9828565,1.6714813,3.4778924
71.28481,-1.1922184,-0.6550439,5.155074,-8.767204,8.155074,151.12903,71.28481
2.8435984,0.5921863,-1.1166836,-1.4346894,-1.9071683,1.5653106,1.1375564,2.8435984
13.582896,0.77478397,0.23452209,0.5254865,-3.8955445,3.5254865,12.586496,13.582896
35.04827,-0.1773911,0.4413177,2.6054587,-6.2927637,5.6054587,52.29397,35.04827
2.8790884,-0.0031576073,-0.31233242,-3.8121939,2.1583388,2.1583388,-0.1460578,2.8790884
6.8480215,-0.7066357,0.6639011,-5.3156238,2.8207092,2.8207092,-3.9820287,6.8480215
3.4662533,-0.65362287,-0.736685,-4.687274,1.9618236,1.9618236,-1.3811963,3.4662533
49.33991,0.09553718,0.59417325,4.435514,-6.549769,7.435514,85.92273,49.33991
1.4299084,0.4422771,-0.95172983,-1.8899224,-1.399665,1.1100776,0.34921846,1.4299084
122.558205,-1.0970931,-1.4063683,7.6656876,-11.513785,10.665688,340.53616,122.558205
1.1478372,0.24102986,-1.0882974,-2.1143785,-1.5457634,0.8856215,0.11909948,1.1478372
12.8431835,0.9766543,0.63502455,0.58457905,-3.5826259,3.584579,11.506317,12.8431835
61.460358,-1.2952054,-1.5791329,4.296426,-8.456734,7.296426,121.5866,61.460358
87.03302,-1.2731851,0.71291685,6.0698185,-9.617827,9.0698185,203.67133,87.03302
90.32956,-1.2815781,0.6995907,6.236358,-9.801736,9.236358,215.35287,90.32956
47.692295,0.8978978,1.6385124,4.984857,-5.657522,7.984857,80.50881,47.692295
37.39798,-1.4968753,-0.52329516,1.719089,-7.757651,4.719089,59.17579,37.39798
23.65491,0.5494428,-1.0467671,1.775353,-4.9721165,4.775353,28.843428,23.65491
30.772024,1.344632,0.8724791,3.4065952,-4.5161924,6.406595,41.66921,30.772024
1.6467803,0.6546681,-0.7427038,-1.6762654,-1.1902608,1.3237346,0.56326467,1.6467803
0.58292556,0.6175172,1.0910327,-2.1747084,3.579603e-05,0.8252917,0.43022743,0.58292556
8.990766,1.0517805,1.0086659,0.044006154,-2.9346519,3.044006,6.732904,8.990766
5.6950884,0.5772805,-0.15581273,-0.90368456,-2.8273425,2.0963154,3.3645277,5.6950884
1.226811,-0.52226716,-2.2279155,-2.661181,-2.794715,0.33881915,-0.26643902,1.226811
27.17511,0.62710387,-0.44485274,2.3147032,-5.0896378,5.314703,35.308567,27.17511
35.826904,-0.29407015,0.44076222,2.596123,-6.4457574,5.596123,54.142548,35.826904
10.317199,0.5592596,0.5238053,-0.15879463,-3.717929,2.8412054,8.3800335,10.317199
58.59181,-0.91337514,-1.2080562,4.3990536,-7.945667,7.3990536,112.635284,58.59181
1.3282124,0.6552456,1.2987108,-2.654638,1.5660379,1.5660379,0.89886034,1.3282124
7.0177937,2.2469573,1.3799436,0.7047788,-1.0704112,3.7047787,4.7198706,7.0177937
0.65656483,0.47741723,0.223159,-2.1478214,-0.6142391,0.85217845,0.21751206,0.65656483
8.169984,-1.2474267,0.63327444,-6.1570706,2.6479435,2.6479435,-6.3676405,8.169984
6.8548117,0.3349688,0.04752164,-0.90625274,-3.3833342,2.0937471,4.4897003,6.8548117
7.094858,1.2221674,0.75143653,-0.1283694,-2.3583705,2.8716307,4.727123,7.094858
61.59753,0.2938887,-0.014219592,5.762486,-6.8094106,8.7624855,118.97451,61.59753
24.81257,0.4650785,-0.98015594,1.8593278,-5.1302757,4.859328,31.017159,24.81257
-1.246022,-1.422128,-0.41489527,-4.541793,-1.0642667,-1.0642667,-1.3064326,-1.246022
78.92252,-0.59382963,0.7997607,6.230157,-8.496154,9.230157,174.42946,78.92252
47.616444,0.25470197,0.9426152,4.4009733,-6.3215218,7.4009733,81.29098,47.616444
22.5643,-0.20830552,-1.8358285,0.97215116,-5.709358,3.972151,27.489632,22.5643
5.3123813,1.0060885,-0.047630347,-0.6195412,-2.18713,2.3804588,3.0745707,5.3123813
0.24830356,0.23014085,1.2448337,-2.7868667,0.28115994,0.28115994,0.24713683,0.24830356
3.2832093,0.7503745,-0.915524,-1.2170637,-1.8630214,1.7829363,1.4745119,3.2832093
41.078167,-0.5129082,0.5162757,3.0098023,-6.8760486,6.0098023,66.43041,41.078167
80.83062,-0.41661945,1.1539766,6.516037,-8.403133,9.516037,180.36226,80.83062
61.876053,-0.93724316,-1.2195694,4.6592245,-8.101105,7.6592245,122.11269,61.876053
1.301002,-0.14879313,-1.7863677,-2.3593476,-2.2675924,0.6406524,-0.044794716,1.301002
-0.8303586,-1.3895357,-0.65216994,-4.6630845,-0.5820022,-0.5820022,-1.1620278,-0.8303586
12.562214,1.6790713,1.5114692,1.1361171,-2.7549257,4.136117,10.9165745,12.562214
7.0577607,-0.6247599,0.79261065,-5.2545357,2.930057,2.930057,-4.0172973,7.0577607
16.224236,0.9528615,-0.14058585,1.0701312,-3.9737608,4.0701313,16.312984,16.224236
6.1761546,0.7129456,0.10558889,-0.7079087,-2.774388,2.2920914,3.8229933,6.1761546
2.0397348,0.4014436,-1.2857805,-1.7634811,-1.8160075,1.2365189,0.59910524,2.0397348
3.5842102,-1.4420696,-1.1756003,-5.632099,1.4536886,1.4536886,-2.7206664,3.5842102
21.14641,0.50128907,-1.2207848,1.3878281,-4.860464,4.3878284,24.482897,21.14641
0.56919444,-0.54990077,-2.0336277,-2.8457675,-2.4766717,0.15423244,-0.5921504,0.56919444
0.086284116,-0.74586946,-0.23240691,-4.1027603,0.2964432,0.2964432,-0.48876244,0.086284116
36.83125,-0.2702875,0.75052387,-9.253198,5.9125834,5.9125834,-56.439415,36.83125
8.819557,1.3275198,1.2313349,0.2470353,-2.5789452,3.2470353,6.5135984,8.819557
74.013,-0.93890446,-0.09186766,5.582483,-8.626221,8.582483,159.23364,74.013
68.5534,-0.39792386,-0.26219657,5.6887603,-7.8179655,8.68876,140.98604,68.5534
3.15553,1.4402858,-0.26051944,-0.7065135,-0.815583,2.2934864,1.6781154,3.15553
1.7800068,1.1004103,-0.001842274,-1.3247781,-0.51605463,1.6752219,0.908391,1.7800068
20.349567,1.0412816,-0.6383484,1.7401032,-4.2246857,4.7401032,22.772617,20.349567
0.031200485,-0.07200766,0.9574969,-3.1506746,0.16366942,0.16366942,0.005526801,0.031200485
15.099683,0.38135862,-0.59189034,0.41715008,-4.4915495,3.41715,14.921226,15.099683
29.809425,0.8224397,0.2553939,2.8278427,-5.0172744,5.8278427,40.266705,29.809425
48.25311,0.6260833,1.2885029,4.799939,-5.959868,7.799939,82.33178,48.25311
7.387398,1.1612382,0.7958887,-0.1293358,-2.4959059,2.8706641,5.0173044,7.387398
6.600518,1.9739544,1.0495912,0.40605313,-1.3058009,3.406053,4.3192058,6.600518
-0.7856041,-0.7240351,0.06609282,-3.6120148,-1.0591654,-0.6120148,-0.83279616,-0.7856041
-0.48380175,-0.44076225,0.08550604,-3.2469866,-1.017336,-0.2469866,-0.6178752,-0.48380175
5.684205,1.3778408,0.32415104,-0.24777599,-1.8153977,2.752224,3.4463837,5.684205
17.464602,1.0174731,-0.30763087,1.3064694,-4.016954,4.3064694,18.164808,17.464602
35.400005,0.9154032,1.4246017,3.6085963,-5.1694202,6.6085963,51.777905,35.400005
0.20324099,0.21956429,0.5971468,-2.548349,-0.46859932,0.45165098,0.0158797,0.20324099
59.127556,-1.1337075,-1.4398783,4.244886,-8.195705,7.244886,114.56272,59.127556
4.4738817,0.7608417,-0.5312458,-0.97435796,-2.2596216,2.0256422,2.342147,4.4738817
7.759664,0.15505081,0.0742855,-0.9070549,-3.7719162,2.092945,5.4646173,7.759664
-0.21224643,-0.30496037,-0.32590532,-2.9810455,-1.2552638,0.01895463,-0.5535026,-0.21224643
22.305313,-0.19064486,-0.46309206,-7.1334915,5.1987505,5.1987505,-24.865864,22.305313
34.06699,0.71943164,1.0390673,3.2736423,-5.3175516,6.2736425,49.145042,34.06699
28.608845,0.65753317,-0.13028756,2.5289307,-5.1312795,5.5289307,38.055923,28.608845
3.510964,-0.07268296,-1.4147635,-1.8323089,-3.0530372,1.1676911,1.4070259,3.510964
10.119632,0.80307746,0.7938402,0.0155375255,-3.408149,3.0155375,8.0869875,10.119632
20.780231,0.06414464,-1.6579164,0.960583,-5.302503,3.960583,24.167068,20.780231
4.4126863,-0.18081203,-0.09350493,-4.29679,2.5856175,2.5856175,-1.1843325,4.4126863
1.4411808,0.29615578,-1.2031703,-1.9927292,-1.6467063,1.0072708,0.2644553,1.4411808
29.783989,-0.21843445,-0.5668955,1.916997,-6.106374,4.916997,41.26474,29.783989
0.95027107,-0.4483002,-0.3378501,-3.9500914,0.98273146,0.98273146,-0.20932521,0.95027107
15.081006,0.57299954,-0.35326877,0.57768464,-4.278939,3.5776846,14.804439,15.081006
2.476492,0.21152619,-0.03360908,-3.4772084,2.1025684,2.1025684,0.27614713,2.476492
19.622984,0.3833977,-1.2918495,1.0725086,-4.877454,4.072509,22.000912,19.622984
7.5700645,0.22553839,0.10703733,-0.87909716,-3.6536806,2.1209028,5.2510543,7.5700645
3.262337,-2.0484812,-1.6563401,-6.2866945,0.92829597,0.92829597,-3.5193284,3.262337
44.64869,-0.21555333,0.6797812,3.6663668,-6.700092,6.6663666,74.61067,44.64869
0.15057085,0.024299024,-0.09271386,-2.6307642,-0.98479927,0.36923566,-0.23020361,0.15057085
-0.59101224,-0.56550837,-0.14204076,-3.3448865,-1.2204001,-0.34488645,-0.76167136,-0.59101224
13.8591795,1.6211797,1.2039579,1.2856216,-2.9828894,4.2856216,12.651508,13.8591795
44.353004,0.19178796,1.1314337,3.9977756,-6.266845,6.9977756,73.30022,44.353004
0.029620241,-0.12141163,0.89573926,-3.2277663,0.19685508,0.19685508,-0.017848087,0.029620241
10.955609,1.7469151,1.7415626,0.94232106,-2.4477766,3.942321,8.901306,10.955609
19.337942,1.1841222,-0.39371043,1.7189227,-3.993151,4.7189226,21.026897,19.337942
26.504011,0.068316795,-1.0251938,1.7410957,-5.642489,4.7410955,34.535114,26.504011
12.089855,0.4092039,0.103655055,-0.011247138,-4.1271615,2.9887528,10.690893,12.089855
3.8312576,1.2434335,-0.41115916,-0.712617,-1.3913292,2.287383,2.0037684,3.8312576
0.36373445,0.4073964,0.9378857,-2.399971,-0.1658308,0.60002905,0.23113689,0.36373445
10.801647,1.0908363,1.0589427,0.36538556,-3.1794362,3.3653855,8.853769,10.801647
-0.3112328,-0.6576093,0.24670298,-3.8540473,-0.0732447,-0.0732447,-0.4785215,-0.3112328
39.247147,0.31045654,1.3289279,-8.905135,6.571108,6.571108,-60.354824,39.247147
18.77518,0.40038523,-1.2015028,0.9667195,-4.7943273,3.9667196,20.600645,18.77518
34.26608,0.15489356,0.6045849,2.8026326,-5.9143534,5.8026323,50.21285,34.26608
20.79353,0.005809539,-0.09434115,-6.6797247,5.2647724,5.2647724,-21.569843,20.79353
-0.32468596,-0.45832843,0.5644318,-3.5550027,-0.16890496,-0.16890496,-0.36375245,-0.32468596
23.719584,-0.24637417,-1.7433776,1.096376,-5.8194995,4.096376,29.606386,23.719584
89.7946,-1.5756718,0.41021052,5.929868,-10.082876,8.929868,214.19884,89.7946
9.943457,1.543881,1.5331193,0.6103554,-2.5211556,3.6103554,7.748249,9.943457
0.6265202,0.48141098,0.31371993,-2.1626256,-0.5583306,0.83737457,0.22448522,0.6265202
5.793706,0.8653145,0.059910044,-0.6489584,-2.4922197,2.3510416,3.4797,5.793706
53.710457,-0.7863395,-0.8086,4.0688987,-7.626583,7.0688987,98.896,53.710457
1.1822312,0.7264159,-0.07119396,-1.7768755,-0.69143933,1.2231245,0.48515314,1.1822312
-0.24159741,-0.23090218,0.12029129,-2.9923408,-0.93780684,0.0076590907,-0.4386627,-0.24159741
