f1_decoded,f2_decoded,f3_decoded,f4_decoded,f5_decoded,f6_decoded,f7_decoded
10.198346,-2.431786,-0.9159858,-1.3517203,0.046522737,4.3700576,-12.811669
1.0218093,-0.040410176,-0.25726902,-2.8722794,0.4532245,1.3465812,-1.2820005
82.27357,-20.000391,-14.187809,0.3660615,5.166896,23.286545,-113.04517
1.4805275,-0.15072234,-0.323368,-2.951053,0.5950626,1.6045542,-1.961098
188.17717,-44.49691,-37.770943,-7.284259,22.511541,47.277134,-263.3909
51.59529,-12.640878,-7.58516,0.95436424,1.857065,15.710788,-69.122215
2.980079,-0.5431665,-0.41313744,-2.6585116,0.48446986,2.0887375,-3.8085403
250.68384,-58.662155,-52.580944,-14.11989,35.01029,60.560314,-352.77316
0.75030035,-0.06853773,0.14698529,-2.0169861,-0.4961478,1.2205293,-0.34056026
55.282623,-13.508022,-8.434607,0.8094509,2.3103213,16.601236,-74.452774
27.84454,-6.8435946,-3.2802484,0.29333717,0.25156406,9.442674,-36.184223
110.35172,-26.550707,-20.366264,-1.1898713,9.257174,29.840391,-152.95482
145.82378,-34.77357,-28.134468,-3.5771494,14.919828,37.937393,-203.14253
16.399641,-4.0039873,-1.5930512,-0.5616008,-0.060963854,6.2274575,-20.828001
0.8694954,-0.052970394,-0.10300465,-2.51685,0.075692594,1.212132,-0.85850984
37.525955,-9.228916,-4.887809,0.7653566,0.73550653,12.068292,-49.42455
0.80866766,-0.07086061,0.029901996,-2.2352111,-0.24648526,1.2356343,-0.5681984
220.8541,-51.874363,-45.57731,-10.998806,29.172173,54.17505,-310.15274
19.801373,-4.847617,-2.0755498,-0.28042147,0.0066150725,7.1946063,-25.361355
4.78089,-1.0174043,-0.508088,-2.2884297,0.33525345,2.685704,-6.0143476
20.430483,-4.9782324,-2.2807183,-0.38560793,0.14522976,7.323767,-26.329271
2.1255171,-0.33734936,0.14220992,-1.9146259,-0.23521712,2.4367971,-1.8684176
1.4055657,-0.43310952,0.8250483,-0.51527166,-1.9058559,1.237972,0.13845982
99.06092,-23.94563,-17.887493,-0.42610955,7.460792,27.257027,-136.99644
1.6842858,-0.20574732,-0.331242,-2.905242,0.57532823,1.674705,-2.2092993
1.8874432,-0.65237474,1.2277819,-0.09617448,-2.569664,1.508702,0.3589049
41.554623,-10.1962185,-5.678684,0.79603773,1.0709989,13.107541,-55.073452
96.93217,-23.433067,-17.473501,-0.40125355,7.230765,26.729607,-134.02037
53.56846,-13.095033,-8.080778,0.8213963,2.1433794,16.17033,-72.018715
76.68477,-18.63471,-13.082439,0.34214443,4.66624,21.867325,-105.14469
1.2000136,-0.07666297,-0.3196848,-3.0249403,0.6336633,1.5013351,-1.6342372
1.3659244,-0.21451105,1.3641871,-0.2375582,-2.1573236,2.6681497,1.0018494
137.5432,-32.877632,-26.251713,-2.860743,13.448685,36.104305,-191.37556
3.7560642,-0.7394197,-0.48280537,-2.5389242,0.4522474,2.324543,-4.785981
8.383805,-1.9584174,-0.7533399,-1.6293719,0.11084035,3.815486,-10.49375
114.91658,-27.655626,-21.244,-1.2226114,9.733407,30.976997,-159.33421
42.35438,-10.381268,-5.8656707,0.7615996,1.1697954,13.301296,-56.22748
35.810608,-8.781628,-4.685135,0.57229465,0.732286,11.572801,-47.15615
252.96846,-59.205673,-53.055344,-14.219271,35.32885,61.097584,-355.997
2.7816908,-0.48919588,-0.4621594,-2.78389,0.5784304,1.9843875,-3.655619
69.39327,-16.868374,-11.574774,0.39948642,3.9428635,20.043036,-94.7663
17.6902,-4.333416,-1.7473037,-0.41677573,-0.06350988,6.6044574,-22.52226
25.14517,-6.1589665,-2.9095995,0.05730784,0.19838253,8.679242,-32.57375
140.71587,-33.58462,-27.021677,-3.2438111,14.11145,36.769817,-195.91394
38.93443,-9.542364,-5.254846,0.65477294,0.9462482,12.396444,-51.49013
40.68109,-9.963888,-5.5925565,0.674802,1.087104,12.848493,-53.935635
84.91001,-20.6117,-14.865658,0.16489637,5.574578,23.888008,-116.94972
3.6011922,-0.70426345,-0.4478534,-2.533017,0.4331967,2.294711,-4.567091
0.7125164,-0.06498243,0.09157276,-2.0368056,-0.48665273,1.1365085,-0.31461674
2.3333888,-0.7635754,1.3706443,0.19399768,-2.9407144,1.5532982,0.44484943
6.4373584,-0.7660806,1.6042907,2.9713192,-3.397047,6.958119,0.015489527
230.14296,-54.01774,-47.678516,-11.790416,30.823484,56.226177,-323.37106
2.1634693,-0.70266944,1.3931781,0.16115576,-2.8976731,1.6527833,0.5051945
8.217239,-1.909349,-0.7601776,-1.6841238,0.13955486,3.7558732,-10.303483
5.122443,-1.0989257,-0.5473242,-2.247963,0.32997003,2.7776184,-6.4464345
27.98203,-6.8724732,-3.3178806,0.28049058,0.27273127,9.474916,-36.38503
60.034344,-14.628723,-9.53112,0.6190998,2.900188,17.74523,-81.331955
65.63782,-16.018953,-10.526985,0.7965569,3.2761056,19.21908,-89.119736
0.81128085,-0.06337498,0.020712227,-2.2523477,-0.23057967,1.2377982,-0.5821756
9.082226,-2.127283,-0.87097937,-1.5967484,0.14464277,4.006293,-11.444679
27.001165,-6.6361437,-3.1439672,0.2467838,0.21468687,9.211475,-35.03751
6.6103177,-1.4877973,-0.65074927,-1.978466,0.23954359,3.2460375,-8.300666
152.2936,-36.25029,-29.621523,-4.174353,16.105188,39.355595,-212.34982
36.659218,-8.963564,-4.930617,0.47312653,0.88410974,11.761254,-48.424473
55.583508,-13.599521,-8.413836,0.9194768,2.250328,16.71178,-74.78922
51.314148,-12.590044,-7.4563756,1.0518293,1.7541707,15.6694,-68.64696
98.31575,-23.848518,-17.542583,0.027175695,6.9767776,27.221441,-135.8364
22.117731,-5.428974,-2.391778,-0.07348171,0.043547273,7.8553405,-28.443512
1.3390425,-0.24814592,0.6858253,-1.3919809,-0.92867565,2.2475977,-0.28662896
31.078869,-7.5972238,-3.9524744,0.27175194,0.54627454,10.271981,-40.729317
1.89797,-0.26134807,-0.32838133,-2.8392973,0.53509665,1.7673371,-2.4488316
2.7380013,-0.4806564,-0.39541548,-2.7010572,0.4983172,2.014349,-3.5073001
43.78253,-10.716722,-6.1828814,0.72233206,1.3294528,13.653448,-58.272507
104.236916,-25.179695,-18.924858,-0.5553607,8.082956,28.516024,-144.2518
15.349937,-3.7305014,-1.5004994,-0.72450805,-0.02137044,5.9054675,-19.490295
27.567652,-6.7619686,-3.2771528,0.22288048,0.2802436,9.352171,-35.84486
167.58623,-39.78362,-33.03784,-5.3690743,18.71241,42.778755,-234.05936
23.676815,-5.7947197,-2.6894517,-0.047167063,0.15352052,8.268862,-30.597878
356.40558,-82.43657,-78.30961,-27.286987,57.701073,82.41668,-504.5496
41.836414,-10.232349,-5.85878,0.63024133,1.2258886,13.129845,-55.599003
3.8489373,-0.6080601,1.3888694,1.0093155,-2.4183354,4.728811,0.037008233
55.514343,-13.549834,-8.544041,0.72445744,2.3993628,16.633467,-74.84952
32.54087,-8.001967,-4.044098,0.54459316,0.4666839,10.724811,-42.58437
108.606224,-26.135319,-20.013342,-1.1389687,9.04024,29.418634,-150.50528
49.02238,-11.970237,-7.2757444,0.6723967,1.8453915,14.970591,-65.71174
9.764289,-2.3014045,-0.9427488,-1.5063641,0.13050833,4.21129,-12.324657
1.5498703,-0.46617752,1.3947786,0.1364196,-2.6498477,1.8993042,0.680762
7.215805,-1.6432556,-0.70020723,-1.8782451,0.20918998,3.4357882,-9.061131
2.0207314,-0.5882887,1.0582843,-0.09954995,-2.4612496,1.3370671,0.24627252
3.385645,-0.64621013,-0.5060388,-2.676753,0.5429995,2.175436,-4.409685
43.56375,-10.656,-6.1715994,0.6780949,1.344389,13.584366,-57.998425
161.69157,-38.40174,-31.770817,-5.0198936,17.809044,41.421497,-225.72191
32.1813,-7.893067,-4.053338,0.43510807,0.5183661,10.60159,-42.158504
1.8807445,-0.55888903,1.4296916,0.21428216,-2.838262,1.8426889,0.6480124
35.978024,-8.838721,-4.6563663,0.6561386,0.6826651,11.639899,-47.329304
99.16921,-23.989042,-17.86635,-0.33355236,7.387323,27.315327,-137.12283
0.95779276,-0.044991136,-0.18678929,-2.7135203,0.29377696,1.2890961,-1.0961026
9.293089,-2.1760964,-0.9152067,-1.5986328,0.16405496,4.0603585,-11.740948
16.558746,-4.0527205,-1.5916662,-0.51715344,-0.07971747,6.2799764,-21.021906
1.2548367,-0.36701763,0.7276853,-0.66410947,-1.7326953,1.1894685,0.06617648
50.2323,-12.327089,-7.246541,1.0409191,1.6641282,15.391191,-67.127205
8.657493,-2.009194,-0.84271175,-1.673522,0.16507879,3.8760886,-10.902059
34.121685,-8.377599,-4.3560247,0.5555202,0.59638083,11.134572,-44.795055
1.0304817,-0.028134897,-0.37105143,-3.087416,0.65655327,1.3550942,-1.4787506
3.001144,-0.5522965,-0.39516997,-2.6260383,0.4574581,2.1197104,-3.8137033
53.789036,-13.147498,-8.129156,0.81601113,2.1679096,16.2246,-72.33499
4.881798,-1.0430609,-0.5195674,-2.276863,0.33532318,2.7111206,-6.145111
170.61192,-40.440804,-33.82396,-5.853834,19.457077,43.370148,-238.42693
3.7391045,-0.7464411,-0.43401447,-2.4742115,0.39598587,2.364677,-4.717127
23.64661,-5.7996845,-2.6445732,0.004332036,0.11242226,8.275038,-30.519903
70.93226,-17.263567,-11.788923,0.52860606,3.9818997,20.473011,-96.839645
2.5936422,-0.42168808,0.15961283,-1.6170385,-0.41383037,2.6971087,-2.124472
5.070401,-0.72743297,1.0765097,1.3987861,-2.6217945,5.0643907,-1.2887467
2.7292242,-0.46443182,0.72577536,-0.60627115,-1.3325839,3.225062,-1.0211189
106.69508,-25.737843,-19.486526,-0.7706126,8.518558,29.062008,-147.73929
1.2996366,-0.103288874,-0.3105749,-2.9832797,0.60527265,1.5491766,-1.7351547
343.39438,-79.45395,-75.280914,-25.972645,55.18631,79.62419,-485.9518
1.0497726,-0.04345849,-0.27354628,-2.9193559,0.504452,1.3840773,-1.3510485
22.18398,-5.4439244,-2.4060893,-0.074549854,0.049789697,7.8723702,-28.536419
141.6951,-33.77436,-27.332,-3.525021,14.465356,36.919495,-197.36064
220.21574,-51.760284,-45.345554,-10.747489,28.877308,54.102165,-309.187
231.01079,-54.206993,-47.903854,-11.929873,31.038153,56.395123,-324.6251
101.62077,-24.598688,-18.296171,-0.2578174,7.5575123,27.957699,-140.5225
77.42277,-18.761452,-13.47887,0.0053458214,5.0061274,21.94641,-106.47053
44.49515,-10.8959465,-6.2944455,0.7656055,1.3599434,13.848006,-59.244175
60.06929,-14.706283,-9.230022,1.0363984,2.5698352,17.88501,-81.040504
1.7209138,-0.21381278,-0.33603242,-2.9015594,0.57488227,1.6845171,-2.255085
0.78086317,-0.13656987,0.22766623,-1.7032471,-0.77905226,1.1349671,-0.19294386
14.774846,-3.5890877,-1.4073534,-0.7559588,-0.04675193,5.747909,-18.708118
8.8026285,-2.0532763,-0.8587203,-1.6573987,0.1702666,3.914063,-11.105543
1.0259207,-0.040101394,-0.2656823,-2.8902738,0.47108236,1.3519171,-1.3017925
52.250328,-12.784316,-7.7804394,0.8687007,1.9849589,15.850597,-70.11687
72.8648,-17.722376,-12.23111,0.4556538,4.2199526,20.938267,-99.6379
17.44697,-4.2530537,-1.7950554,-0.54780364,0.01905629,6.5015383,-22.285683
133.08315,-31.8069,-25.365208,-2.7614634,12.919289,35.018677,-185.11922
1.1766272,-0.15745611,0.12577018,-2.3680718,-0.004946649,1.8322139,-1.0797334
11.037753,-2.6502693,-0.9988689,-1.2339858,0.026292354,4.6224537,-13.8949995
0.72575104,-0.085750446,0.15447953,-1.9252641,-0.59994745,1.1726749,-0.2314621
5.025312,-0.68736535,1.5169351,1.9307327,-2.876524,5.778617,0.094150014
10.955512,-2.6010196,-1.0961307,-1.3870049,0.13802505,4.55607,-13.896415
11.223395,-2.6866827,-1.0125141,-1.1978016,0.0034283996,4.689867,-14.101646
140.28334,-33.547207,-26.767027,-2.8562486,13.714167,36.793488,-195.20128
47.06584,-11.518589,-6.796433,0.78740126,1.5760636,14.508723,-62.856075
2.4942427,-0.78850394,1.3990259,0.29465342,-3.0203161,1.5202587,0.47153616
193.3426,-45.68687,-38.940838,-7.726361,23.430197,48.41813,-270.73953
101.99521,-24.649302,-18.465448,-0.47676885,7.79288,27.978409,-141.10333
42.42038,-10.36365,-6.011995,0.5825172,1.3160156,13.26429,-56.45995
8.060532,-1.8685582,-0.7486791,-1.7117472,0.14854714,3.7064066,-10.107537
1.2177416,-0.3714258,0.7319748,-0.66412497,-1.7156624,1.1934314,0.08298678
4.528434,-0.9516394,-0.4900808,-2.3333256,0.34976485,2.6081188,-5.6996946
85.79166,-20.801222,-15.163223,0.0013397038,5.7886662,24.058285,-118.335976
199.0908,-47.01132,-40.24303,-8.219356,24.453733,49.68728,-278.91815
142.48126,-33.978336,-27.44985,-3.4565828,14.480113,37.1401,-198.43951
1.0927173,-0.046292722,-0.3174262,-3.027009,0.6166023,1.4412001,-1.4887476
2.3917296,-0.7913223,1.4891216,0.22889471,-3.052513,1.6524942,0.6197661
21.553928,-5.3071065,-2.2634342,-0.05665779,-0.012717068,7.710335,-27.653864
5.2586436,-0.7446837,1.0559021,1.4928846,-2.6694057,5.161096,-1.4105078
28.827194,-7.0805926,-3.4550767,0.326181,0.31074974,9.706063,-37.53567
9.64676,-2.2727482,-0.9216159,-1.5098853,0.12281978,4.180148,-12.162003
2.3337016,-0.37546462,-0.36448222,-2.7697701,0.5184789,1.8930541,-3.0005753
1.8783287,-0.31605786,1.4062625,-0.11723593,-1.8633219,3.5654535,1.0388393
39.11453,-9.582612,-5.3017516,0.6406241,0.9733329,12.438295,-51.754574
0.95312893,-0.24251027,0.44608098,-1.2730055,-1.1606473,1.1629572,-0.1020832
2.0321865,-0.61652225,1.4458637,0.23454422,-2.9132137,1.7997293,0.6326302
7.32343,2.2287054,8.319708,12.1013,-8.882625,21.529953,24.23912
14.40832,-3.5010521,-1.3491819,-0.7783129,-0.059210643,5.6452355,-18.215988
178.5966,-42.289253,-35.604668,-6.4731884,20.816628,45.157192,-249.76503
161.3951,-38.373234,-31.601374,-4.764802,17.545588,41.434772,-225.23488
4.4327164,-0.9209696,-0.5467612,-2.4415538,0.43777016,2.5256658,-5.666362
2.0279217,-0.29516846,-0.3515036,-2.8375428,0.54892147,1.7867398,-2.6311374
37.25594,-9.147436,-4.896401,0.6807106,0.77678776,11.9745655,-49.108
1.5034004,-0.48835766,0.92196107,-0.42159134,-2.0547678,1.3028425,0.19597997
26.70459,-6.5409346,-3.1639912,0.14044708,0.2680606,9.106507,-34.694397
58.128757,-14.216634,-8.924194,0.92190737,2.4824889,17.357605,-78.38794
103.33596,-24.984169,-18.69709,-0.42780554,7.8791685,28.332207,-142.96071
11.769211,-2.825354,-1.0738155,-1.1307721,-0.0034872591,4.8521214,-14.810551
10.294094,-2.4562688,-0.9237689,-1.335789,0.041570067,4.40016,-12.931648
2.1749034,-0.6354725,1.1298281,0.019205749,-2.611723,1.3692005,0.28699523
1.9879969,-0.5776996,1.0422621,-0.12517539,-2.4282746,1.329398,0.23688723
8.678466,-2.0334508,-0.772983,-1.5741324,0.08961922,3.910904,-10.855476
31.31239,-7.6923585,-3.8639433,0.45288873,0.42944446,10.382694,-40.927258
71.11732,-17.353426,-11.619705,0.80858725,3.774115,20.608578,-96.8703
1.2687998,-0.37009418,0.73135555,-0.6539687,-1.7434707,1.1899357,0.068484135
134.84328,-32.200546,-25.787987,-2.9638705,13.277437,35.391556,-187.6336
6.618748,-1.4914967,-0.6542752,-1.9815495,0.24442443,3.2458649,-8.319045
12.67736,-3.0361056,-1.3027924,-1.1937085,0.1312038,5.0618343,-16.14874
1.6970743,-0.49187618,0.912089,-0.33956623,-2.1466022,1.2688881,0.16680665
8.71896,-0.35164607,3.7417693,7.522042,-5.6486464,12.789403,7.10779
68.07807,-16.614367,-11.00778,0.8098727,3.4913678,19.840508,-92.56453
55.473667,-13.567264,-8.416409,0.8860778,2.2668245,16.673538,-74.660904
4.850638,-1.0266433,-0.53628206,-2.3085432,0.3565648,2.6842155,-6.116975
16.993343,-4.1447735,-1.7016392,-0.54525083,-0.023793638,6.386626,-21.644058
38.48608,-9.414057,-5.245055,0.5463252,0.99039733,12.249857,-50.941338
3.9070034,-0.63965243,0.14356032,-0.86751604,-0.8340658,3.3896308,-2.935873
1.2986474,-0.10168089,-0.31533545,-2.9904244,0.6112194,1.5433347,-1.7382256
58.605682,-14.291923,-9.199249,0.67940277,2.720108,17.402462,-79.26048
1.4032505,-0.3887688,1.3440025,0.00224939,-2.4830997,1.9943529,0.7083732
26.628347,-6.5282297,-3.1330464,0.16091388,0.2464861,9.092134,-34.57414
2.273225,-0.3588676,0.080307424,-1.9338531,-0.19194368,2.471076,-2.1055698
35.93918,-8.803199,-4.7439423,0.52833253,0.7775065,11.5930195,-47.369778
12.305987,-2.9431727,-1.2525947,-1.2276807,0.12622312,4.9554014,-15.655973
1.1253709,-0.15197404,1.9061184,0.023784816,-2.2716064,3.4592752,2.5022917
94.66811,-22.906633,-16.988094,-0.27468726,6.895407,26.20212,-130.82874
1.3468884,-0.39468157,0.76980233,-0.5957179,-1.8227444,1.2093377,0.089061506
2.0881746,-0.6054426,1.0834247,-0.052806377,-2.521529,1.3471564,0.25870007
24.050447,-5.9243345,-2.6369996,0.122621,0.060470253,8.410031,-31.007664
93.55814,-22.669048,-16.700636,-0.102810204,6.6314425,25.980232,-129.23503
1.5464283,-0.5304061,1.0052369,-0.37310016,-2.1629012,1.3682854,0.2411836
18.43163,-4.526457,-1.8302512,-0.326634,-0.06852563,6.8215904,-23.494726
35.1068,-8.626927,-4.4987183,0.6312625,0.625005,11.409176,-46.123337
51.00204,-12.460601,-7.623086,0.7416869,1.9714959,15.494531,-68.45428
20.808842,-5.086664,-2.2543411,-0.24494898,0.06265083,7.4678326,-26.737766
5.508886,-1.2058284,-0.56779236,-2.1705258,0.30398372,2.8993616,-6.930618
1.0572352,-0.2992059,0.56362355,-1.0240476,-1.3924379,1.1634355,-0.03149467
18.260103,-4.4700947,-1.8416637,-0.38751242,-0.039211735,6.761941,-23.293228
2.021011,-0.67657965,1.3094959,0.029748976,-2.7304857,1.5801184,0.42872882
7.768205,2.514247,8.717636,12.983106,-9.401615,22.855305,25.885801
34.167305,-8.370669,-4.428008,0.47160602,0.6645584,11.122337,-44.92072
68.87604,-16.783268,-11.283447,0.6535979,3.6907725,19.99282,-93.82364
8.945876,-0.5019288,3.2389274,6.9486136,-5.368401,11.966358,5.2329335
1.8736507,-0.61677265,1.1324468,-0.14213723,-2.4604392,1.4209888,0.30617136
44.95827,-10.980167,-6.498625,0.61620885,1.5194932,13.920519,-60.015457
229.70895,-53.891483,-47.649113,-11.908505,30.889235,56.07669,-322.7986
16.514744,-4.038772,-1.5930923,-0.5307923,-0.073645234,6.265184,-20.968924
0.7498671,-0.107229486,0.1909945,-1.817374,-0.68976617,1.1589831,-0.20682876
8.935072,-2.0921745,-0.8392754,-1.5939367,0.12892148,3.9698305,-11.234354
119.35397,-28.631884,-22.341194,-1.7992463,10.6933155,31.897297,-165.68506
1.095897,-0.0535246,-0.28509128,-2.9729884,0.5689877,1.4553701,-1.4505987
1.7426379,-0.50468206,0.9319421,-0.30760682,-2.190352,1.2783505,0.17651905
2.9652336,-0.5395788,-0.41062516,-2.65901,0.48340556,2.0859952,-3.7884786
1.8502384,-0.5536696,1.0065145,-0.20198376,-2.3194785,1.3180523,0.2295899
18.709194,-4.56687,-1.9630194,-0.42798764,0.030407608,6.8663626,-23.95192
154.37831,-36.709557,-30.143959,-4.464179,16.57679,39.778954,-215.34479
28.370197,-6.9602475,-3.4054196,0.26893145,0.31436852,9.57237,-36.93568
7.215413,-1.647689,-0.6924225,-1.8686311,0.20369187,3.4368873,-9.058051
6.5416436,-1.4748751,-0.6300112,-1.9692149,0.22700742,3.2337356,-8.20098
1.125232,-0.26569355,2.4204338,0.5504328,-3.0027392,3.0008435,2.9281282
66.35554,-16.162355,-10.812834,0.6046694,3.4964662,19.339981,-90.29412
11.815016,-2.829284,-1.1285673,-1.1933324,0.05314541,4.8421273,-14.93224
10.5226145,-2.5131388,-0.9408403,-1.295172,0.026167154,4.474054,-13.212268
531.1214,-126.74778,-118.84302,-53.88508,98.32098,121.28951,-750.5006
27.669931,-6.798065,-3.2598784,0.27330923,0.2515826,9.392081,-35.95374
1.1135418,-0.052492246,-0.3297106,-3.062943,0.6584126,1.465594,-1.5485287
2.2367089,-0.34519398,-0.37638685,-2.8142607,0.5472965,1.841358,-2.8969908
93.27798,-22.594912,-16.662405,-0.13568062,6.633975,25.898697,-128.85298
18.42117,-4.496634,-1.9173505,-0.44530642,0.019589096,6.786436,-23.562996
1.3407531,-0.2060531,1.40823,-0.21372943,-2.1761253,2.7200556,1.1269995
69.55558,-16.929773,-11.506533,0.5363039,3.8479924,20.12745,-94.88309
1.1241676,-0.3372203,0.6614893,-0.86293995,-1.5626615,1.1975509,0.024784274
198.69113,-46.98323,-39.984806,-7.807266,24.034794,49.729446,-278.24
86.50553,-21.012379,-15.131474,0.2391966,5.663282,24.314575,-119.1494
4.3395414,-0.89770305,-0.51845634,-2.4277809,0.41594324,2.5082126,-5.5179086
108.601585,-26.170757,-19.922586,-0.93872494,8.857633,29.484922,-150.44478
15.907849,-3.8536198,-1.6790495,-0.8151026,0.10458061,6.016621,-20.358889
64.9155,-15.843848,-10.379749,0.7992676,3.207088,19.037205,-88.0947
38.804977,-9.536591,-5.134285,0.7814768,0.8365592,12.400531,-51.21188
1.8543224,-0.5395291,0.9849577,-0.22259562,-2.3013992,1.3036745,0.20633502
1.4446557,-0.14087789,-0.32520968,-2.9640408,0.6033274,1.5876005,-1.9218292
81.39313,-19.793169,-13.976265,0.4130832,5.0470686,23.079199,-111.75821
7.233358,-1.6525825,-0.76634735,-1.9686451,0.29822895,3.399468,-9.196174
3.5565197,-0.69780266,-0.4265647,-2.5148935,0.41383043,2.30159,-4.49553
2.052692,-0.6125185,1.094434,-0.05217284,-2.5125558,1.3574002,0.27777302
33.80882,-8.290667,-4.337973,0.49501985,0.6151316,11.036982,-44.39987
233.06427,-54.747227,-48.193466,-11.710534,31.03981,56.984974,-327.43228
2.3669608,-0.78366435,1.4178109,0.21285331,-3.0084188,1.5976772,0.47878885
13.831628,-3.3224187,-1.4742223,-1.1092653,0.16431183,5.3854084,-17.699337
124.79895,-29.912434,-23.485067,-2.05614,11.46149,33.17817,-173.35678
11.711478,-2.8022602,-1.1216185,-1.212482,0.05986446,4.8091154,-14.803654
35.833,-8.7915945,-4.672823,0.59484714,0.7169317,11.585054,-47.170876
0.937351,-0.2546808,0.6124678,-1.1719866,-1.275925,1.4392592,0.06401468
33.891125,-8.307133,-4.3653135,0.48072922,0.6332823,11.054046,-44.52596
7.1017056,-1.6118028,-0.6830257,-1.8853347,0.20237017,3.4062772,-8.900729
78.45754,-19.126236,-13.1605625,0.7196012,4.5271993,22.43535,-107.34334
96.27974,-23.252449,-17.403826,-0.52083,7.275734,26.525309,-133.1421
351.2558,-81.19966,-77.263016,-27.111116,57.02433,81.1913,-497.29132
44.881897,-11.015712,-6.2644706,0.91105,1.2807523,13.990432,-59.676067
28.5003,-6.991974,-3.4276037,0.27454704,0.32130012,9.607552,-37.113827
22.552387,-5.5339956,-2.4643521,-0.052251965,0.06367013,7.974519,-29.034145
5.450503,-1.1919284,-0.5554056,-2.1686947,0.29618022,2.892043,-6.848464
30.588285,-7.5301013,-3.6920605,0.48619515,0.3420256,10.204878,-39.88961
5.942358,-1.3152163,-0.60274357,-2.0980163,0.2805209,3.033637,-7.4698176
22.970646,-5.66241,-2.4611547,0.06386161,0.015266418,8.112092,-29.54523
110.576675,-26.542608,-20.56375,-1.5352743,9.593564,29.780449,-153.36232
1.0333122,-0.31061125,0.623179,-1.0384521,-1.4065437,1.2847372,0.032562323
91.17395,-22.06381,-16.313185,-0.24459444,6.527955,25.332518,-125.94731
113.8443,-27.417475,-20.984919,-1.0969446,9.514079,30.74985,-157.80363
11.041326,-2.636703,-1.0161649,-1.253294,0.03355226,4.6242576,-13.895435
6.3938847,-0.6558084,2.4301767,4.028564,-3.907331,8.381883,2.6997352
1.5521646,-0.16927944,-0.3287785,-2.9387398,0.59128845,1.6262496,-2.0506103
110.91899,-26.722416,-20.390501,-1.0048914,9.144285,30.04539,-153.69638
14.6010475,-3.5503051,-1.370994,-0.7549656,-0.061139733,5.702215,-18.467182
2.041935,-0.65400577,1.1815054,-0.026439399,-2.5963135,1.4332814,0.3314839
1.7599953,-0.2242309,-0.33538666,-2.8893986,0.5676216,1.701339,-2.299232
63.496216,-15.493582,-10.118874,0.76604146,3.1024497,18.667627,-86.11245
41.60217,-10.195596,-5.7350807,0.7330963,1.1243784,13.100911,-55.189007
8.262653,-1.9253414,-0.7371442,-1.6398265,0.10647857,3.7832484,-10.32744
2.6722138,-0.45570755,-0.42428,-2.7593381,0.54039264,1.9711715,-3.46068
4.5624127,-0.95889544,-0.50294363,-2.3428135,0.36205688,2.6049914,-5.754099
1.6036366,-0.4743991,0.88718545,-0.39515325,-2.0725524,1.2616384,0.15931566
152.77007,-36.332527,-29.7992,-4.371379,16.33293,39.407543,-213.07138
4.905188,-1.0479308,-0.5142418,-2.2614784,0.32180533,2.7301786,-6.1614156
100.41061,-24.241243,-18.221663,-0.6013712,7.751519,27.537853,-138.92604
136.29622,-32.44147,-26.350267,-3.6088035,14.010455,35.536335,-189.84308
76.969444,-18.704353,-13.138325,0.34392607,4.691268,21.939814,-105.546616
2.5806482,-0.43841434,-0.3846969,-2.7293715,0.50670373,1.9667578,-3.309318
33.5627,-8.247451,-4.235846,0.56489915,0.5403012,10.993532,-44.003407
13.231555,-3.1857994,-1.307654,-1.046769,0.057977647,5.2539077,-16.796535
1.5576601,-0.45788133,0.8621427,-0.4336294,-2.0238357,1.2491889,0.1435547
30.308182,-7.4697495,-3.6187048,0.50812,0.3016778,10.138363,-39.4825
1.0239927,-0.22607906,0.71666807,-1.3952434,-1.0496224,1.816493,-0.08266782
98.11439,-23.741373,-17.645905,-0.2871893,7.2424283,27.0654,-135.63908
2.3866217,-0.38958144,-0.36657035,-2.7578764,0.5132197,1.9114208,-3.0647392
23.44574,-5.7645454,-2.5728037,0.044881523,0.06669152,8.232633,-30.214989
26.520315,-6.5088105,-3.093855,0.18371427,0.22058326,9.070062,-34.408096
6.9249644,-1.5711999,-0.6769398,-1.9278479,0.22710255,3.342414,-8.70223
44.677288,-10.952055,-6.2814326,0.8326232,1.3237959,13.914646,-59.448696
2.1191084,-0.31848884,-0.355052,-2.8166127,0.53863084,1.8196794,-2.7395327
67.57652,-16.50816,-10.835196,0.90716165,3.3668847,19.744406,-91.7741
1.3064283,-0.23386787,1.3334566,-0.19952227,-2.2810302,2.3580637,0.87878305
20.329262,-4.9933453,-2.1098332,-0.18349117,-0.02096957,7.357707,-26.03218
209.40701,-49.377804,-42.609158,-9.170318,26.352264,51.941605,-293.61646
0.8537959,-0.1902738,0.3882869,-1.4633744,-0.99662006,1.2461412,-0.09271758
1.5157365,-0.441415,0.8371712,-0.4708826,-1.9774013,1.2364489,0.12696184
39.98951,-9.812799,-5.397798,0.74891907,0.9674394,12.693868,-52.904377
22.797132,-5.609048,-2.4619927,0.016411394,0.034610093,8.055377,-29.332237
31.036201,-7.6362953,-3.7789342,0.4915036,0.37654617,10.322052,-40.51309
36.941208,-9.040047,-4.952962,0.5195778,0.87327087,11.847004,-48.786312
46.940525,-11.47981,-6.8067193,0.7394492,1.6025099,14.462213,-62.7171
89.68382,-21.770441,-15.8513565,0.1286475,6.048734,25.081495,-123.74733
32.639153,-7.9975095,-4.1587734,0.41812408,0.57126915,10.714576,-42.813404
