z1,z2,z3
-90.73054,234.2409,241.6057
-27.802317,105.33692,112.922844
-19.432972,80.75938,86.636665
-7.172094,46.48667,51.196957
-11.767796,62.49476,68.52079
-0.2578874,2.3303707,2.3437593
0.26904985,0.22468749,0.9100063
-0.39369223,15.647682,17.959103
-0.18077263,9.541819,10.86627
-0.35307658,1.4833966,1.324715
-9.518125,54.493416,59.765553
-17.077246,75.90237,82.04081
-0.8647554,18.415562,20.989927
-42.476963,136.9857,144.30429
0.79556185,1.7566773,1.9800426
-0.10291461,11.7431345,13.663154
0.21167383,0.43329394,0.96142995
11.003855,8.747857,9.652904
-0.3629816,11.749564,13.387165
-0.085470654,12.00118,13.808064
-44.98748,144.1959,152.12862
-7.972348,49.15351,54.015995
2.5670016,-2.4590747,1.6348239
-70.94968,196.97784,204.8771
-28.312778,105.72224,113.0467
-6.838034,44.4221,48.733776
-0.042789795,8.776655,10.022219
0.85892236,-0.6028825,0.98678327
-0.062691845,5.199638,5.7742267
-22.197218,89.332184,95.902885
-73.70261,202.67755,210.6558
-46.772038,146.38641,153.80327
-0.37736955,1.6623867,1.511609
2.8052177,-2.1672282,1.817363
-1.2680476,22.563211,25.860977
8.383362,8.058657,8.080578
-2.8959155,30.198612,33.897167
-0.17216808,10.401096,11.883535
-0.19419298,2.963577,3.0958564
5.814121,2.8535683,5.2989044
-5.6495004,40.9233,45.23401
0.50751144,-0.034061566,0.8554497
2.7301722,-1.2850745,1.9406457
65.880905,36.19394,40.173542
-0.3187083,15.253827,17.563168
-63.909283,182.34453,190.05122
-55.25978,165.25377,173.092
-0.2690666,5.0615463,5.6268477
-0.23198393,2.6426194,2.7231894
-4.969072,38.937542,43.29206
1.3041838,-1.0065407,1.2183961
-2.5543194,28.059364,31.409657
-11.347075,60.54504,66.26815
-28.66102,107.07124,114.58125
-0.13458547,12.561266,14.445969
-0.05357597,11.003615,12.761049
1.9742906,-1.9728845,1.2722975
1.7442119,-1.6903332,1.1842455
0.020077199,9.396196,10.79326
-3.4642978,32.772724,36.681633
-15.832388,73.961655,80.463684
0.889481,-0.63838625,0.92381465
-43.409836,138.74722,145.99062
-0.091797076,7.31274,8.271148
-0.55273944,13.521009,15.384811
1.390842,-1.2702489,1.0742583
33.701073,23.297018,23.6831
-14.830014,70.83862,77.10984
-10.543,57.81978,63.315628
-0.14245951,5.533284,6.1072793
-0.7117843,17.93908,20.502657
-5.6212597,40.32045,44.441566
3.4807937,5.7883825,5.004425
-0.29555467,1.9011952,1.8204069
-11.962842,61.14719,66.53847
2.6687775,-0.07182363,2.3284104
-2.492136,27.957952,31.363039
1.7001852,3.4910636,3.2002373
-4.8252835,37.64591,41.688335
-0.49694166,13.137572,14.959532
6.7115035,1.8199505,5.4651685
-25.57586,98.32822,105.280685
0.99027795,-0.7476712,0.957759
1.8599459,-1.8366696,1.2158345
-1.7365336,25.15935,28.6729
-24.91055,97.20082,104.29147
1.4636004,-1.0158395,1.3244766
-0.7680228,19.343275,22.289082
-4.362716,36.69256,40.937275
-9.348596,53.26263,58.2616
-1.374036,21.92786,24.789198
-0.09065021,6.173923,6.9523625
0.6201518,-0.2706201,0.87966895
-0.82378507,19.22027,22.006117
2.2579834,-1.5407429,1.632074
70.204056,38.90936,42.425766
-4.3550878,35.80644,39.725334
-15.388969,71.72481,77.83257
30.34883,22.124718,21.868502
1.8308036,-1.4902927,1.4093362
-7.6048775,47.050533,51.528225
-90.268074,232.94684,240.1859
-0.5323803,17.395386,20.042543
0.25073636,0.34814355,0.9335498
-0.101571076,9.671073,11.053177
-36.301426,123.21316,130.40347
-0.29012272,1.6546676,1.5380517
1.4458336,-1.3324904,1.0873137
-0.19609818,3.5968828,3.8567407
1.6136495,-1.51846,1.2099787
-1.0442762,19.732517,22.421562
-52.439583,158.25603,165.69974
-2.854173,29.753164,33.335022
-0.06908246,7.918332,8.99673
-0.037982233,7.2331886,8.19925
6.5606484,0.122525096,4.7631764
-14.652561,69.155685,75.001
-0.270262,12.6185875,14.452272
-0.048149772,11.251004,13.019527
-265.0793,530.0797,529.1645
-2.6205335,28.989626,32.615765
-0.38213283,1.6937488,1.5927902
-0.2655365,2.859413,2.9478328
-24.87798,96.919685,103.94126
-0.9841386,19.429127,22.103409
4.055043,1.1804625,3.6053603
-15.835092,72.47205,78.46486
0.7617336,-0.36600786,0.9273349
-72.83668,202.30118,210.71172
-21.98035,89.96931,96.926186
-0.21037295,4.975987,5.5192065
-31.278502,112.388504,119.69432
-0.87759626,16.845478,19.139896
-13.809943,67.59137,73.61085
-5.28496,40.508213,45.078373
1.5858834,-1.4964067,1.1382254
-0.29512763,2.0410595,2.0045865
-19.966053,84.66401,91.433876
-0.2759815,7.884772,9.025738
-0.08953252,4.217472,4.5958214
1.8546121,-1.8165519,1.2858208
-4.19506,35.40878,39.37597
-91.00794,236.29727,244.14989
2.5369885,-2.1035068,1.6841472
-0.76686215,14.716791,16.691029
-38.528088,128.68073,136.06894
-0.27336934,12.513267,14.32687
-4.6665697,37.488735,41.66164
1.0958205,0.21749288,1.4252107
-4.248391,35.506496,39.444077
-0.059597097,7.839997,8.817601
-18.417295,81.53097,88.48815
-26.535925,99.96373,106.72281
-157.08005,352.542,357.32693
-7.025002,46.809544,51.78596
-2.885769,29.88912,33.47886
-1.5768694,23.68179,26.85703
-0.05801747,6.124195,6.889372
-3.1686661,31.96642,35.97236
-0.094926916,6.627449,7.4531393
-1.4996475,24.017052,27.489046
-32.98038,114.38915,121.091446
0.85227495,-0.14346026,1.1501232
-24.388647,94.801926,101.49327
-33.26245,117.66579,125.24837
-0.13302645,11.819232,13.572479
19.49118,13.950547,15.139627
-0.27789673,2.1548886,2.1366105
-32.148685,114.72171,122.153564
-0.33688706,15.4498005,17.790339
1.9918207,-1.7510585,1.4328178
-0.24342814,2.3752427,2.3921049
-13.406241,66.145546,72.012505
-6.287784,43.479607,48.027264
0.03056769,8.977158,10.291743
-0.30222625,3.307234,3.455874
-0.104387514,5.2220984,5.806113
1.3024017,-1.1452527,1.0831103
-51.750645,156.65196,164.0359
-0.046003096,5.595162,6.216896
-28.01974,104.13017,111.14586
-45.03121,140.19434,146.78378
-18.64066,80.15795,86.469444
-0.20181432,3.2146568,3.385517
-3.9851956,35.095722,39.210686
-0.4504029,14.0779,16.086985
1.2403286,-1.0733079,1.0515338
-3.0378025,31.645245,35.71348
1.5107657,0.8185243,2.0076478
-26.716433,101.80382,109.04054
-0.18742093,3.0180104,3.1618025
-1.6849167,24.572031,27.925566
-2.415512,27.819218,31.287962
-0.08835425,7.624049,8.640736
-7.1055937,46.639664,51.472477
-0.21805063,2.7431133,2.8301044
-14.480574,70.28148,76.65528
3.213995,0.6245356,2.9095857
-1.1087953,21.332901,24.41099
-78.76192,212.89833,220.95177
0.5917049,0.1966241,1.084958
1.1807411,-1.0051233,1.0160197
-5.731897,41.776817,46.308872
-1.530173,23.87884,27.226212
-3.3035052,32.444843,36.448242
-5.167846,38.710136,42.749363
-8.021689,49.04832,53.825367
-23.237617,93.2657,100.34148
-3.9586277,34.21846,38.03177
-0.102242865,7.9685993,9.042233
-9.072884,53.98008,59.488277
-75.00033,204.39474,212.09882
-0.22654396,10.588671,12.08067
1.7679895,-1.7032758,1.3023536
-23.067814,92.35485,99.2575
-0.25377223,10.3808,11.799021
21.519968,15.573852,16.4503
-13.641397,67.06179,73.04281
-0.2405257,3.7833722,4.0920157
-0.14156792,13.170587,15.177373
-2.931315,29.906355,33.43647
-1.6495008,24.686214,28.158234
-9.793293,55.026447,60.231228
-0.26562524,2.7714512,2.845316
-5.663547,41.13798,45.511787
-0.034964986,9.128053,10.511181
-10.576422,57.78899,63.24412
-7.663607,48.287033,53.146107
-0.3042226,0.99836046,0.95370775
-22.02594,88.430275,94.83239
-0.2083053,1.212579,1.1321309
-12.308064,61.808056,67.12757
-3.472785,32.87143,36.80726
-69.51176,193.73375,201.5076
-0.02101896,10.124879,11.700403
-0.043181054,5.9686747,6.7004886
-0.41162547,14.611185,16.73205
-0.072092555,6.7627482,7.6285095
-12.228809,62.76976,68.48858
6.4530997,2.4052844,5.52459
0.060887158,2.6834583,2.1590512
1.4747632,-0.41857016,1.4902364
-16.988487,76.362495,82.72972
-59.019676,172.88852,180.72253
-0.11379454,12.765013,14.712805
-0.11343423,10.057005,11.503414
-0.76039505,17.816055,20.335213
-25.501106,98.60786,105.71212
0.8543238,-0.6036665,0.94659144
-1.9205782,25.039978,28.195776
-17.979286,79.908295,86.670845
-5.494651,40.806416,45.247562
-1.6023854,24.2176,27.573408
-18.926435,82.41979,89.26634
52.10032,30.788857,33.280838
-9.086386,53.18375,58.399807
-0.28894103,1.8284968,1.7518663
10.012285,7.7740655,8.925796
-5.6498475,41.22974,45.652447
-36.28762,123.65912,131.00722
-0.24638009,10.234468,11.652864
-17.263458,78.61212,85.518295
-51.478443,155.64235,162.88034
-32.909645,114.852005,121.760704
-53.726227,162.45178,170.40053
-10.710558,58.576214,64.184044
-0.8352163,17.677792,20.137476
4.402752,5.533601,5.4435287
-0.0096048415,9.476954,10.93083
1.0444465,-0.84497696,0.96579385
-102.836945,259.26364,267.09598
-0.08411809,8.312711,9.376986
-1.0935526,21.270624,24.354815
-6.4835024,44.947655,49.81883
-0.63402605,18.180656,20.920027
-57.739574,169.62248,177.23866
-0.10385101,1.0771886,1.1489888
-1.6198419,24.175964,27.479443
-0.225804,1.0797465,1.1378151
2.4229875,1.5209236,2.8249102
-0.2454642,2.505594,2.558877
-0.44393817,13.432825,15.331211
-0.104476,3.9329326,4.261042
1.0156554,-0.746976,0.9866686
3.7376454,0.9757847,3.3417878
-0.17917821,13.741024,15.867985
3.8911703,3.158428,4.281124
-11.349337,61.82817,67.99288
-0.8033715,19.088715,21.861078
3.634864,2.3649113,3.82989
-0.05994638,6.7213006,7.584362
1.0997806,-0.91882783,0.9812305
-2.835873,29.848175,33.49519
-34.512535,120.36259,127.91731
11.264179,9.526813,9.9362
-0.9918183,19.509935,22.193134
-0.19684446,9.584172,10.899993
-8.866261,51.959915,56.95371
-1.7500666,24.686672,27.968493
-0.42250964,1.4782641,1.3248935
-0.1398269,5.0507765,5.547562
1.091924,-0.90672916,0.9751022
-21.752754,88.8789,95.64839
-0.7261429,14.818606,16.829716
-75.051155,203.88193,211.38795
-0.34354976,12.929329,14.784739
1.0085834,-0.7521176,0.97532415
3.8697278,3.441979,4.3781075
9.309346,7.841533,8.543577
5.191484,3.485726,5.1752415
-2.3026273,27.634535,31.209024
-5.7529097,42.65709,47.488697
3.678343,6.63948,5.314048
-14.938595,69.178276,74.79265
-0.18679562,3.8668191,4.1825466
-1.2005062,21.444616,24.404964
-51.61151,157.11977,164.75006
-15.130992,70.792755,76.797325
-0.048428394,7.6744094,8.716909
0.9900749,-0.77379036,0.9654487
20.674307,14.738346,15.884564
1.1094005,-0.9079024,0.9971657
-0.12861627,8.613822,9.793361
1.1085191,-0.8285967,1.1287661
-0.058192603,11.829727,13.619219
-0.81099755,19.48166,22.383133
-0.13030282,8.212317,9.318375
-0.32062194,1.479956,1.3221164
-1.4522254,23.495455,26.828217
-4.6061015,37.957394,42.379883
1.9462081,-0.9250811,1.6189839
-38.42448,128.21454,135.52324
-0.15680999,12.474512,14.333802
-0.62872916,15.344044,17.492744
-9.77205,55.030693,60.256435
-1.9938586,26.275057,29.80142
-17.125507,77.04331,83.52964
-2.4539354,27.980082,31.454031
-0.2803482,1.7216861,1.6168562
-3.2921336,31.411137,35.02443
1.6611117,0.07038529,1.7779135
-0.9470322,19.9185,22.749653
-0.3572926,14.237846,16.318007
-0.1184855,8.772722,9.985348
-0.14547125,11.313133,12.97052
11.440618,9.06911,9.95391
-0.25333214,2.9578085,3.093793
-0.8329521,18.966562,21.652037
-1.4389799,23.705431,27.161926
0.46604264,0.8659779,1.2605252
-30.370325,109.2229,116.15605
1.01398,-0.80573034,0.96251166
-17.590954,77.383026,83.60503
-4.2516,35.655247,39.645218
-0.3171846,3.0480065,3.2322927
-64.13814,182.59985,190.24065
2.2213247,-0.21021502,2.0209749
-15.950637,73.74386,80.074
-18.699032,80.09814,86.342255
0.8563482,-0.5074189,0.9466313
-37.25408,124.84205,131.8801
-0.06896963,7.1652603,8.069897
-2.4054961,25.612522,28.457285
-2.2429307,27.407051,30.985312
-0.13755313,13.113946,15.236761
-12.542003,63.71953,69.49413
-11.912015,60.767673,66.07248
7.961301,6.320737,7.5155764
-32.418583,114.340164,121.44374
6.3517194,4.287741,6.1525164
-20.080063,85.07449,91.891785
-23.955032,94.93018,102.003395
2.4322348,-1.6933199,1.6995455
-0.14065003,5.2490635,5.8419986
0.82203776,1.2815373,1.7371291
-0.046026446,10.689511,12.390825
-0.46511313,9.491683,10.973354
-11.572771,60.103134,65.475105
-33.024883,118.20118,126.13827
-37.51634,126.07456,133.33063
-0.33471045,1.569877,1.420049
-0.028564587,9.36616,10.724611
6.5218444,5.2345653,6.5042777
0.547334,-0.15137224,0.869848
-17.367542,76.30148,82.338524
-51.818207,157.25378,164.78856
1.4308761,1.780527,2.3673239
-0.2952915,1.6886575,1.573004
-0.3212961,14.856013,17.061674
-2.4441583,28.33505,31.970201
-0.19337204,0.9338117,1.0779157
-4.0883174,34.205723,37.849842
-0.1831972,4.022804,4.369614
-0.40823707,14.91256,17.088017
-6.297604,43.64724,48.245197
-0.47414228,16.915682,19.50517
-0.2601374,2.7980428,2.8783467
-0.29551703,11.038001,12.579463
-0.29355586,10.802532,12.244983
-0.068075694,4.7578177,5.2333703
-0.008444324,9.035532,10.398114
-50.620655,154.81471,162.36185
-6.4436874,43.201675,47.48365
-0.07941661,6.470742,7.2625065
-9.38316,52.92654,57.77601
-0.12011925,4.940307,5.4263783
-25.996462,99.66844,106.74492
-3.3680048,31.531912,35.088264
-0.1313493,13.05637,15.086552
-4.5868697,37.130573,41.265263
4.4267354,4.262029,5.023024
2.2568922,-1.0298088,1.7556497
1.7996367,0.52831167,2.0691583
-1.2410693,22.197536,25.383556
-60.72314,176.1612,183.94014
-109.59893,270.04788,277.14175
-8.133852,49.714615,54.618298
-5.5121937,41.02712,45.529736
9.251491,7.615813,8.471201
-0.25171977,2.3221493,2.3337626
1.0287254,-0.83135915,0.95503676
0.03883283,0.8401658,1.0772574
-0.18525195,9.580244,10.909654
-0.17793489,3.9371138,4.2657146
14.399089,12.913219,12.189645
-10.901754,59.47719,65.226265
2.3609712,-1.7764958,1.6465603
-2.0993693,27.083714,30.76965
-92.059586,236.90015,244.28531
0.6194291,-0.31195349,0.8907205
40.15325,24.372936,26.95218
-0.048547216,7.2831297,8.253998
-22.806507,91.681404,98.56293
-80.35102,213.67705,220.97238
2.1023543,0.5364276,2.2591221
-5.511511,41.526623,46.214092
-0.16693988,3.3565369,3.5704246
-0.1484091,13.33323,15.42934
-165.45764,367.5666,372.2156
3.1238923,4.4234467,4.337531
-2.0483396,24.451536,27.31927
-5.1226344,40.72365,45.563107
-22.27482,91.193436,98.330025
-0.86900187,19.284208,22.020063
-2.5552058,27.43679,30.5619
-0.10249842,5.178924,5.75389
-2.1802895,25.946852,29.059238
-0.041484363,6.2912865,7.089189
-7.830809,49.112038,54.09885
-0.13128203,4.360186,4.7464924
-3.6688423,34.13323,38.294163
-0.32400894,15.376917,17.724243
-23.94105,95.016396,102.12952
-0.27518624,13.866619,15.918934
8.524804,5.9587083,7.7696924
-30.341902,110.546555,117.94277
1.2779932,-1.1183571,1.0646625
1.0297649,-0.79078716,0.9662558
-0.18382636,3.0364416,3.1797447
-36.505447,125.63748,133.48232
20.018955,14.930739,15.55692
-253.86522,514.8735,515.5051
-20.939852,86.75147,93.4488
-1.8075433,24.726551,27.932674
-0.35011786,13.169188,15.064012
-2.6043427,29.714167,33.66125
-5.752794,41.08149,45.33588
-8.375703,51.141304,56.31502
-6.410312,43.584206,48.039562
-0.8260535,18.771809,21.426609
-0.0066247433,10.336149,11.911123
-0.16054487,10.3476515,11.825623
-0.1302562,9.090365,10.3553505
-24.292486,96.00806,103.17981
-7.3491354,48.24907,53.41013
71.94721,39.63237,43.290657
-8.49379,50.60954,55.482224
-1.5534976,23.268198,26.33279
-0.35075817,15.074403,17.304913
-0.0999408,5.270571,5.8641443
-23.684345,92.93794,99.55304
-16.936476,76.58565,83.07121
0.64792985,-0.2817853,0.87758327
-3.8351448,33.149963,36.71304
1.7931465,-1.7353209,1.3034403
3.6323905,0.5650506,3.1110375
-0.27138332,1.3560022,1.2345157
-14.237499,69.86425,76.29999
-17.089647,76.65816,83.04304
-5.6044674,40.500595,44.706375
-10.230301,56.750202,62.156834
-5.7021565,41.166267,45.507595
-0.29932797,1.5737674,1.4369658
-4.4021807,36.79973,41.03599
-12.337923,63.847435,69.84245
-10.964958,58.856575,64.3344
-26.838861,102.64494,110.06927
-9.870987,56.08549,61.588295
-3.1734354,30.968477,34.573315
-21.694798,90.2306,97.50184
-0.30578518,15.021558,17.268232
1.6229073,-1.5367926,1.161821
-0.0749821,11.885728,13.773043
-0.17062962,2.2047067,2.1555278
0.15290016,0.61994404,1.0281293
-0.18371418,10.434941,11.918359
0.98661816,-0.77419454,0.94278264
0.0059222206,7.305174,8.305897
11.784038,11.117806,10.466242
-1.7945489,25.163591,28.570503
-0.40777144,15.8175955,18.152319
-0.48308805,1.3910174,1.2108369
-8.599861,51.18379,56.15743
-16.618965,75.93511,82.46003
5.137827,4.3311276,5.4667625
0.29436055,0.21566452,0.8851109
0.81379926,-0.51683384,0.9095222
1.1582731,-0.9689415,1.0505848
-13.040954,64.82201,70.546776
-0.027479105,10.729701,12.396542
-0.07273736,6.960223,7.83364
15.247122,11.278226,12.444533
-8.280887,51.74144,57.21926
1.7573805,1.2896152,2.3584275
-0.9453434,15.822925,17.906843
-2.323065,27.204523,30.567953
-35.38059,120.14113,126.98534
3.525175,-0.6813419,2.5307553
79.71799,38.521076,46.655117
-1.4862487,23.12975,26.245844
-66.16853,186.04137,193.48145
-29.10956,106.941536,114.06689
-1.6563245,22.898884,25.746046
-0.20528948,3.203572,3.3867188
-12.3867035,62.870903,68.48786
0.06441416,0.690621,0.91711605
-5.1756473,40.304516,44.9258
-5.613721,41.555367,46.138065
-21.069784,86.78379,93.38865
-184.0588,400.74033,405.11975
-3.6431146,32.459892,36.00765
-0.3372492,1.4858407,1.327919
-0.35284632,14.681662,16.842066
7.824401,9.664408,8.133383
0.45392272,0.082823694,0.8919938
-0.064275734,4.353638,4.7650137
-0.22239727,1.2280663,1.1281015
-1.3251021,22.760977,26.025316
0.090050936,0.4647895,0.9329638
-23.706732,94.29358,101.3471
-0.4995769,15.119808,17.289331
-0.48043385,14.702276,16.807323
-0.14113995,4.8991346,5.370502
-1.2773566,22.062847,25.12208
-12.850106,63.775475,69.30455
1.8260595,-1.7879446,1.2179917
0.37800294,0.27516544,0.9491364
-0.075531565,6.276878,7.03231
3.4531903,0.18006471,2.852215
0.54861337,-0.15536354,0.87333107
-0.18516314,3.4537697,3.686063
-14.421472,68.86444,74.8039
-2.2340634,27.174227,30.670086
-1.5156963,22.75336,25.693087
-13.727196,67.15057,73.08927
-0.1068377,11.239595,12.900949
-3.6204836,32.39581,35.94866
-0.13289976,13.074714,15.09709
-2.1758823,26.298908,29.538103
-0.26763242,1.8796518,1.806597
34.51604,23.908766,24.155605
-0.072265886,12.047281,13.900179
-39.150925,130.0315,137.41887
-16.109217,73.542854,79.67379
-17.58612,78.51094,85.11946
-29.024376,107.1945,114.46914
-0.8422827,18.59053,21.206041
-1.5583159,23.113832,26.117147
1.1482031,-1.0134606,0.9549496
-0.051720448,6.6090956,7.454644
-7.6638017,48.225365,53.062317
-27.501581,103.880295,111.20907
-0.077337675,11.366039,13.0630455
-0.2638081,5.1637287,5.7492657
-0.50944096,15.069991,17.226183
-7.465989,48.350674,53.42995
4.115511,1.2224079,3.6584852
27.041174,19.6718,19.891825
0.15830624,0.61351186,0.96390474
2.412961,-0.14839245,2.1617277
0.07647079,0.7201786,0.95776916
-0.14948791,10.552432,12.071964
-0.16613588,4.2235827,4.6090055
-40.909626,133.51775,140.80142
-2.838645,29.306278,32.732327
-2.6998808,29.728703,33.532875
-7.7991924,48.667923,53.528217
2.4340634,-1.166532,1.8145952
-20.264448,84.96444,91.59707
-0.29512087,15.515029,18.066738
-8.987115,53.42052,58.81317
0.94749975,0.6073254,1.4772344
3.9293945,4.513911,4.8266788
-12.748689,64.342094,70.15265
-3.3507369,30.749052,34.02412
1.5411533,-1.4356626,1.1460146
1.3771083,-1.2424318,1.0789363
-23.663929,92.23797,98.63364
3.0087643,-1.5254756,2.0353365
-53.63608,159.73448,166.8583
1.1225187,-0.93192774,1.0124218
-8.231878,50.72004,55.884132
-0.09896708,7.255295,8.254646
-7.4435067,47.802685,52.70901
-0.32008344,1.4532356,1.2958316
-0.088873185,8.481352,9.56225
-0.7879099,15.64123,17.767437
2.0970013,-1.8697528,1.4756178
-10.53603,56.947765,62.147327
-0.22657561,2.5899017,2.653407
-0.07765772,7.586965,8.561092
1.104992,-0.7312685,1.150422
42.179676,26.053604,28.108559
-0.0784476,9.572248,10.946524
-132.3414,311.25443,317.62616
-11.68486,60.249386,65.573685
-0.33693987,15.368077,17.673498
-0.064948864,7.6916494,8.730428
-0.5352926,16.219103,18.56481
-6.3763905,44.386715,49.16869
1.636469,0.6247289,2.0048542
-23.265097,91.91725,98.51765
-9.950802,55.6019,60.863148
-10.0615835,56.26286,61.653244
-4.426661,36.38041,40.427994
-0.50343806,16.963425,19.506624
-8.965896,52.770344,57.954704
-7.3342733,48.350647,53.56314
-0.20842287,4.079365,4.390461
-0.28260478,1.8061758,1.7146548
-0.94186294,18.86252,21.467283
-47.25013,148.18207,155.85828
3.3991048,-1.5974151,2.220252
3.4034774,3.015258,3.9516754
-1.3073738,21.799053,24.717188
-0.6940232,16.956839,19.35721
-1.4002148,21.413744,24.168976
-1.9931967,25.64259,28.90578
0.005392693,9.698268,11.165356
-43.302876,139.15355,146.60536
4.3755937,5.5448375,5.43111
-0.5009927,1.466801,1.2884312
-0.13969219,12.392181,14.244512
5.7699184,4.5643425,5.9239283
-0.029034637,10.407416,11.953571
-55.15798,164.01283,171.51491
-0.55197024,16.004637,18.30497
-1.808092,23.98807,26.937088
1.8793873,1.4166772,2.4772427
-0.08062271,1.0368868,1.1331879
-0.077620484,5.391837,6.0083084
-0.08904784,5.3966293,5.969454
-31.306097,112.41142,119.704185
-6.4324136,43.532555,47.945908
2.1026602,-0.9537882,1.6937302
-2.1339064,27.044891,30.654894
-5.488864,41.095753,45.650036
-24.472403,95.60924,102.50653
-49.204884,150.54955,157.66399
-0.20855105,2.6478343,2.3925228
-0.44224742,1.595892,1.461622
2.0782115,1.0281956,2.4378908
-0.098190896,7.71096,8.717796
-4.8786774,38.23235,42.4305
-18.248865,79.22678,85.53972
-0.21133152,14.211497,16.43366
-0.03634592,6.6223183,7.476409
-1.2009972,21.078394,23.906643
1.3173444,-1.1743176,1.0508214
-93.814705,241.3281,249.03613
4.221829,6.8631396,5.6495433
-1.6321034,24.756773,28.29436
-86.96523,228.10759,235.86977
-0.47176507,15.704072,17.9891
-0.27878484,6.338163,6.9862375
-0.057254113,5.8562603,6.5663133
-0.08675053,9.855863,11.277674
-36.24269,123.56803,130.91869
23.180029,16.822697,17.500624
-46.034115,144.09364,151.26788
2.9375482,2.7783487,3.6011035
0.018645845,8.185026,9.348673
-0.15679303,4.875536,5.393401
-7.190304,47.279995,52.255753
4.3259354,5.4804864,5.3884106
-4.785337,37.692028,41.799
-86.96346,227.4551,235.00809
3.1199758,1.1471404,3.071497
-1.5488025,23.631554,26.83161
-0.30296275,1.9076644,1.8479894
-4.317319,36.500557,40.72912
-0.61054313,18.349594,21.248053
-0.37265638,3.3096597,3.5505116
-5.2504377,39.761627,44.09509
-66.25611,184.12859,190.89291
-0.023535058,10.707774,12.362591
-10.0288725,55.6051,60.796314
3.3588939,-0.6628004,2.449706
1.407719,-1.2650888,1.1535659
-4.947674,38.290833,42.429604
-42.99221,138.95793,146.56322
-3.1517005,30.386906,33.79346
-0.09039984,5.4601088,6.042816
-0.4034858,15.972851,18.354475
2.1559424,0.7757463,2.383169
-7.4910073,48.1124,53.08152
-14.629592,69.10511,74.95239
-0.24719119,2.7404892,2.816133
-0.19634,2.9185667,3.0426202
-2.2731895,27.393354,30.91593
-0.29269558,5.551083,6.217463
-0.36479837,11.438361,12.966041
-94.78027,242.08087,249.42505
-0.03379851,6.78669,7.6061506
-0.23323882,3.861397,4.1272593
-0.29759493,1.9950541,1.9502157
-10.749501,58.581722,64.15658
-0.027558476,10.240698,11.757473
-0.29506886,1.9468428,1.8927928
-33.325817,116.42666,123.55029
-38.921707,129.1671,136.43333
-0.39123535,3.797417,4.130555
11.009782,8.9772005,9.696769
-19.111322,82.43784,89.14145
0.1877944,0.542409,1.0029771
-11.793844,60.116795,65.300316
14.109343,9.194062,11.466289
-14.9775095,70.23391,76.17576
1.5800613,1.1637349,2.2037897
-10.42431,57.739655,63.314644
-0.49904332,17.0723,19.66694
1.7799996,-1.7244438,1.2610049
-0.3034766,6.2185817,7.02172
-9.173574,52.607277,57.539734
-0.9472854,20.087513,22.980532
-7.0227976,46.081413,50.798813
-82.212875,218.28967,225.89218
3.4584417,6.0351243,5.0525303
-51.89447,157.05716,164.47646
-1.0108287,18.559134,21.072205
1.0828958,-0.8844877,0.99884313
3.2821927,0.183316,2.761535
-0.3161519,12.855536,15.015778
-16.04636,74.10484,80.47878
-0.19175804,11.029883,12.6161375
-44.58823,141.17006,148.3872
4.9447994,0.03049104,3.65324
-0.5135205,14.313203,16.334517
2.6073542,0.009768918,2.329675
-3.5175574,33.67119,37.858063
-14.942891,71.3327,77.67818
-0.13178429,4.5838485,5.0393233
44.993656,27.249617,29.574337
-1.6416854,24.20901,27.485178
-4.378603,36.042454,40.021534
-4.097334,36.256134,40.671
-28.93132,106.33179,113.38884
1.8567901,-0.97356504,1.5602111
-8.919087,50.952393,55.543003
-26.8464,101.309875,108.28101
8.609987,8.493302,8.291151
-2.7528155,28.91288,32.30806
-0.2858588,2.108562,2.065553
-0.17014569,13.582365,15.663971
-3.058254,30.030523,33.428005
-0.2065303,4.270333,4.6711483
0.6349963,-0.18127827,0.9077784
-0.5846598,16.61644,19.008625
2.4044566,-1.6803242,1.6868579
1.6860243,-0.6001317,1.563216
-9.309797,55.33568,61.09669
1.6025643,0.24067327,1.8142773
-8.713477,51.187904,56.054966
-4.9277673,39.187973,43.684784
7.4496627,6.2536483,7.2135935
-0.27986938,2.0686011,2.047528
-27.009762,102.445984,109.672104
2.5884054,-2.7192826,1.6380407
-0.26898956,2.499825,2.5276124
-4.9024754,38.9734,43.42007
-11.768207,61.415176,67.06852
-0.053644113,6.987428,7.854924
-0.05624006,0.99034643,1.1076034
-38.957863,128.13513,135.03468
-61.195866,176.79889,184.47557
-18.18135,81.017525,87.99204
-0.8576911,19.786081,22.719707
-0.29073715,1.9964781,1.9658902
0.18430173,0.31956136,0.89881057
-5.936504,42.891846,47.60599
-4.3235126,37.323425,41.85699
-37.926674,127.548775,134.99602
-8.411813,50.65009,55.61565
2.938052,4.7496166,4.3598447
-20.895468,87.62345,94.65046
1.6275251,-1.3874992,1.317468
-0.11340275,4.293245,4.675192
-2.1055179,26.522606,29.960941
-84.184586,222.85954,230.68732
-248.09262,504.54422,505.18552
-7.35562,46.30419,50.764267
-0.06918783,11.559655,13.412531
-6.007906,42.09425,46.43958
-14.8457775,70.083336,76.08371
-0.07034402,5.4670477,6.0585213
-66.05964,188.7982,197.20116
-1.9200132,25.646297,29.034548
-5.336486,39.503643,43.643665
-8.856286,52.802563,58.10188
-4.2646003,36.365337,40.608673
-13.3396635,65.82434,71.63792
-0.27916166,2.2318666,2.2291017
